,image_name,category,sample,revolution,trigger,prediction,truth
700,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005325.bmp,good,,,,0,0
701,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002085.bmp,bad,,,,1,1
702,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005309.bmp,good,,,,0,0
703,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004034.bmp,good,,,,0,0
704,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002867.bmp,good,,,,0,0
705,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005592.bmp,good,,,,0,0
706,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002763.bmp,good,,,,0,0
707,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002791.bmp,bad,,,,0,1
708,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003875.bmp,good,,,,0,0
709,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003656.bmp,bad,,,,1,1
710,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005634.bmp,good,,,,0,0
711,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002434.bmp,good,,,,0,0
712,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003063.bmp,bad,,,,1,1
713,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002540.bmp,bad,,,,1,1
714,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002893.bmp,good,,,,0,0
715,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002659.bmp,good,,,,0,0
716,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004013.bmp,good,,,,0,0
717,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002491.bmp,good,,,,0,0
718,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005842.bmp,good,,,,0,0
719,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002581.bmp,good,,,,0,0
720,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005341.bmp,good,,,,0,0
721,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004601.bmp,good,,,,0,0
722,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002187.bmp,good,,,,0,0
723,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002421.bmp,good,,,,0,0
724,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003546.bmp,bad,,,,1,1
725,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005486.bmp,good,,,,0,0
726,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003988.bmp,bad,,,,1,1
727,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004568.bmp,good,,,,0,0
728,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005607.bmp,good,,,,0,0
729,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002233.bmp,good,,,,0,0
730,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003581.bmp,bad,,,,1,1
731,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003692.bmp,good,,,,0,0
732,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004405.bmp,good,,,,0,0
733,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002943.bmp,good,,,,0,0
734,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003892.bmp,good,,,,0,0
735,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002625.bmp,bad,,,,1,1
736,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003795.bmp,good,,,,0,0
737,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005347.bmp,good,,,,0,0
738,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005349.bmp,good,,,,0,0
739,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002117.bmp,good,,,,0,0
740,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004722.bmp,good,,,,0,0
741,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002359.bmp,bad,,,,1,1
742,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004950.bmp,good,,,,0,0
743,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005344.bmp,good,,,,0,0
744,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002919.bmp,good,,,,0,0
745,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005665.bmp,good,,,,0,0
746,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003123.bmp,bad,,,,1,1
747,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005649.bmp,good,,,,0,0
748,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003272.bmp,bad,,,,1,1
749,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002404.bmp,good,,,,0,0
750,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005017.bmp,bad,,,,1,1
751,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004130.bmp,good,,,,0,0
752,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005735.bmp,good,,,,0,0
753,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002648.bmp,good,,,,0,0
754,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002045.bmp,good,,,,0,0
755,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003645.bmp,good,,,,0,0
756,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005409.bmp,good,,,,0,0
757,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003347.bmp,good,,,,0,0
758,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002057.bmp,good,,,,0,0
759,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005587.bmp,good,,,,0,0
760,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004053.bmp,good,,,,0,0
761,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002879.bmp,bad,,,,1,1
762,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003889.bmp,good,,,,0,0
763,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002458.bmp,good,,,,0,0
764,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005495.bmp,bad,,,,1,1
765,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002368.bmp,bad,,,,1,1
766,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004849.bmp,good,,,,0,0
767,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002508.bmp,good,,,,0,0
768,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002884.bmp,good,,,,0,0
769,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004761.bmp,good,,,,0,0
770,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003799.bmp,good,,,,0,0
771,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002438.bmp,good,,,,0,0
772,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003570.bmp,good,,,,0,0
773,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004065.bmp,good,,,,0,0
774,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005749.bmp,good,,,,0,0
775,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005109.bmp,good,,,,0,0
776,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004536.bmp,good,,,,0,0
777,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005187.bmp,good,,,,0,0
778,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004027.bmp,bad,,,,1,1
779,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005080.bmp,good,,,,0,0
780,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002196.bmp,good,,,,0,0
781,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002069.bmp,good,,,,0,0
782,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005105.bmp,good,,,,0,0
783,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004508.bmp,good,,,,0,0
784,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002051.bmp,bad,,,,1,1
785,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003661.bmp,good,,,,0,0
786,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005413.bmp,bad,,,,1,1
787,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005785.bmp,good,,,,0,0
788,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005546.bmp,good,,,,0,0
789,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005291.bmp,bad,,,,1,1
790,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005610.bmp,good,,,,0,0
791,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003749.bmp,good,,,,0,0
792,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005237.bmp,good,,,,0,0
793,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003682.bmp,good,,,,0,0
794,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003603.bmp,good,,,,0,0
795,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005077.bmp,good,,,,1,0
796,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005629.bmp,good,,,,0,0
797,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005019.bmp,good,,,,0,0
798,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004652.bmp,good,,,,0,0
799,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004839.bmp,good,,,,0,0
800,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003136.bmp,good,,,,0,0
801,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003499.bmp,bad,,,,1,1
802,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002746.bmp,bad,,,,1,1
803,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003975.bmp,good,,,,0,0
804,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002373.bmp,good,,,,0,0
805,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005567.bmp,good,,,,0,0
806,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004169.bmp,good,,,,0,0
807,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004817.bmp,bad,,,,1,1
808,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003536.bmp,good,,,,0,0
809,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004893.bmp,good,,,,0,0
810,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002113.bmp,good,,,,0,0
811,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005731.bmp,good,,,,0,0
812,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004181.bmp,good,,,,0,0
813,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004624.bmp,good,,,,1,0
814,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005384.bmp,good,,,,0,0
815,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005584.bmp,good,,,,0,0
816,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002938.bmp,good,,,,0,0
817,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005139.bmp,good,,,,0,0
818,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003672.bmp,good,,,,0,0
819,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002705.bmp,good,,,,0,0
820,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003925.bmp,bad,,,,1,1
821,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002785.bmp,good,,,,0,0
822,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004395.bmp,good,,,,0,0
823,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003837.bmp,bad,,,,1,1
824,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004428.bmp,good,,,,0,0
825,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003689.bmp,bad,,,,1,1
826,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003133.bmp,good,,,,0,0
827,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002078.bmp,good,,,,0,0
828,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005258.bmp,good,,,,0,0
829,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004545.bmp,good,,,,0,0
830,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002588.bmp,good,,,,0,0
831,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002694.bmp,good,,,,0,0
832,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004637.bmp,good,,,,0,0
833,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005148.bmp,good,,,,0,0
834,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002714.bmp,bad,,,,1,1
835,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003543.bmp,good,,,,0,0
836,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003801.bmp,good,,,,0,0
837,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002952.bmp,bad,,,,1,1
838,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003284.bmp,good,,,,0,0
839,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003821.bmp,good,,,,0,0
840,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004765.bmp,good,,,,0,0
841,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005446.bmp,good,,,,0,0
842,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005761.bmp,good,,,,0,0
843,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004359.bmp,bad,,,,0,1
844,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002874.bmp,good,,,,0,0
845,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005331.bmp,good,,,,0,0
846,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003380.bmp,good,,,,0,0
847,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__005548.bmp,good,,,,0,0
848,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004142.bmp,good,,,,0,0
849,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003409.bmp,good,,,,0,0
850,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__004621.bmp,good,,,,0,0
851,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/bad/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002499.bmp,bad,,,,1,1
852,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__002340.bmp,good,,,,0,0
853,/home/tonytrieu/datasets/Cilag/C31/C31_Vorstudie_2018Glass_split/val/good/Bodenradius C31_Tool Set_998 B ring buffer_Image1__003762.bmp,good,,,,0,0
